id,color,size,body_shape,habitat,nest_type,food_source,aggressiveness,life_span(days),queen_egg_rate(per day),queen_presence_per_hive,worker_population,drone_population(% of worker_population),honeycomb_structure,wax_production,honey_production,communication_method,predators,hibernation,migration,species
4847,golden,medium,round,garden,ground,etc,humanfriendly,30,1765,3,49441,13.78,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4848,golden,large,round,meadow,cavity,flowers,humanfriendly,4,1970,1,40869,9.52,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4849,golden,small,round,meadow,cavity,etc,humanfriendly,19,1989,3,32812,12.76,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4850,golden,medium,round,garden,ground,flowers,humanfriendly,18,1620,3,30767,10.93,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4851,golden,medium,round,forest,cavity,flowers,humanfriendly,4,2003,3,55759,11.87,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
4852,golden,medium,round,meadow,tree,,humanfriendly,4,1597,1,65602,9.84,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4853,golden,medium,round,forest,tree,flowers,unidentified,8,1629,1,50198,9.07,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
4854,yellow,small,round,garden,tree,etc,humanfriendly,17,1534,3,25850,12.86,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
4855,golden,small,round,meadow,cavity,flowers,humanfriendly,12,1975,3,24861,15.04,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4856,golden,large,round,meadow,tree,flowers,humanfriendly,16,1968,1,50315,9.98,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4857,golden,large,round,forest,cavity,etc,humanfriendly,14,1611,2,21726,13.32,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
4858,yellow,large,round,garden,ground,flowers,humanfriendly,14,1966,1,50677,11.97,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
4859,golden,large,round,meadow,cavity,fruits,humanfriendly,9,2059,2,35508,13.05,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4860,golden,large,round,meadow,tree,fruits,unidentified,16,1500,3,35887,12.32,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
4861,golden,large,round,garden,cavity,etc,,4,1588,3,48469,12.89,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4862,golden,medium,round,garden,ground,flowers,humanfriendly,4,1853,2,26174,13.9,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4863,golden,small,round,meadow,cavity,etc,unidentified,8,1794,2,25852,10.78,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
4864,golden,large,round,garden,ground,fruits,unidentified,14,1639,2,40844,15.7,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
4865,golden,large,round,forest,tree,flowers,humanfriendly,5,1978,2,20725,12.21,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
4866,yellow,small,round,meadow,tree,flowers,unidentified,4,1637,3,20026,11.08,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
4867,golden,large,round,garden,ground,fruits,humanfriendly,5,1927,3,16058,9.25,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
4868,golden,medium,round,garden,tree,etc,humanfriendly,15,2004,3,14942,10.32,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4869,yellow,large,round,garden,cavity,fruits,unidentified,26,2030,1,56303,12.87,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
4870,yellow,large,round,meadow,ground,flowers,humanfriendly,29,1756,2,16381,10.28,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
4871,golden,small,round,forest,ground,etc,humanfriendly,6,2044,1,36527,10.5,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
4872,golden,large,round,meadow,tree,etc,unidentified,19,1882,2,64138,10.86,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4873,yellow,small,round,garden,ground,etc,humanfriendly,10,2063,1,15291,15.44,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4874,golden,small,round,meadow,cavity,flowers,unidentified,25,1865,3,47286,11.16,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
4875,golden,large,round,garden,tree,fruits,humanfriendly,1,1852,2,16308,15.42,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
4876,golden,medium,round,meadow,tree,etc,unidentified,21,1799,1,30177,15.51,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4877,golden,medium,round,garden,cavity,fruits,humanfriendly,26,2099,1,45498,15.81,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
4878,golden,small,round,garden,tree,flowers,humanfriendly,29,2041,3,19254,15.26,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4879,golden,small,round,garden,tree,flowers,unidentified,25,1675,2,22527,15.54,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4880,golden,small,round,garden,cavity,etc,humanfriendly,17,1860,1,16568,14.22,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
4881,golden,medium,round,garden,cavity,flowers,,22,1783,3,45419,15.56,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4882,golden,medium,round,forest,tree,flowers,humanfriendly,20,1737,1,65930,12.01,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
4883,golden,small,round,forest,ground,flowers,unidentified,4,1775,1,29793,15.56,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4884,yellow,small,round,meadow,ground,etc,humanfriendly,13,2046,2,21679,12.94,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
4885,yellow,large,round,garden,cavity,etc,unidentified,28,1611,3,43146,12.72,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4886,golden,small,round,forest,ground,flowers,humanfriendly,10,1641,2,58833,10.27,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4887,golden,small,round,garden,ground,flowers,humanfriendly,9,1810,1,33079,10.44,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
4888,golden,large,round,garden,ground,etc,unidentified,1,1928,3,41613,12.46,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4889,golden,medium,round,garden,cavity,fruits,unidentified,8,2027,3,21013,9.55,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
4890,golden,medium,round,garden,cavity,etc,unidentified,12,1712,3,10855,13.23,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4891,yellow,large,round,forest,cavity,flowers,humanfriendly,21,1876,2,33824,14.3,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
4892,golden,large,round,garden,tree,etc,humanfriendly,4,1701,1,15119,9.91,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
4893,golden,small,round,forest,tree,etc,unidentified,3,1787,1,52622,13.15,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
4894,yellow,small,round,forest,ground,fruits,humanfriendly,18,2043,1,38069,12.07,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
4895,golden,small,round,garden,ground,flowers,humanfriendly,26,1814,1,61935,14.2,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4896,golden,medium,round,garden,cavity,flowers,humanfriendly,9,2059,2,51656,12.39,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
4897,yellow,small,round,meadow,cavity,etc,humanfriendly,18,1976,3,21361,9.33,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4898,golden,small,round,forest,tree,etc,humanfriendly,8,2090,2,54959,11.02,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
4899,golden,medium,round,garden,tree,flowers,humanfriendly,19,2023,3,18296,11.01,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
4900,golden,large,round,garden,ground,fruits,humanfriendly,2,1911,1,30488,15.35,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4901,golden,medium,round,forest,cavity,etc,unidentified,30,1765,1,22259,10.6,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
4902,golden,large,round,forest,tree,flowers,unidentified,6,1548,2,10805,11.2,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
4903,yellow,large,round,garden,tree,flowers,humanfriendly,10,2088,3,63935,13.14,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
4904,golden,medium,round,garden,ground,etc,humanfriendly,10,1532,2,50507,11.68,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4905,golden,small,round,garden,cavity,etc,humanfriendly,17,1729,1,36072,14.65,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
4906,golden,medium,round,meadow,cavity,flowers,unidentified,4,1685,1,41506,10.48,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4907,golden,medium,round,garden,ground,etc,humanfriendly,1,2018,3,29160,15.83,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
4908,yellow,large,round,meadow,cavity,flowers,unidentified,14,1865,1,10714,10.25,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
4909,golden,small,round,forest,ground,fruits,humanfriendly,14,2011,2,51885,14.05,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
4910,golden,large,round,meadow,cavity,flowers,humanfriendly,29,2096,3,22502,14.78,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
4911,yellow,small,round,forest,tree,flowers,humanfriendly,21,1856,2,19273,14.75,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
4912,golden,small,round,meadow,tree,etc,humanfriendly,15,1670,3,56119,11.81,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
4913,yellow,medium,round,forest,tree,fruits,humanfriendly,22,1820,3,57179,13.02,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4914,golden,medium,round,garden,tree,fruits,unidentified,14,1644,2,42979,15.35,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4915,yellow,small,round,garden,tree,flowers,humanfriendly,29,1542,2,35204,13.95,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
4916,golden,large,round,garden,ground,flowers,humanfriendly,14,1781,2,26409,15.26,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4917,golden,medium,round,meadow,ground,fruits,unidentified,15,1872,1,14162,12.2,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
4918,yellow,small,round,garden,cavity,,humanfriendly,6,1650,2,24206,10.35,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
4919,yellow,large,round,forest,tree,fruits,humanfriendly,12,1859,3,53406,13.28,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
4920,yellow,medium,round,garden,cavity,fruits,unidentified,29,1900,2,52076,10.02,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
4921,golden,small,round,meadow,tree,etc,,14,1514,1,52932,10.53,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
4922,golden,large,round,meadow,tree,etc,,10,1540,1,52239,15.44,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
4923,golden,medium,round,garden,tree,fruits,humanfriendly,7,1845,2,30963,9.57,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4924,yellow,medium,round,garden,cavity,fruits,humanfriendly,2,1520,1,48329,13.18,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
4925,yellow,small,round,forest,cavity,fruits,humanfriendly,22,2069,3,20487,11.09,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4926,golden,medium,round,meadow,tree,etc,humanfriendly,,1519,2,10500,14.37,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4927,golden,medium,round,meadow,ground,fruits,humanfriendly,13,1639,2,34447,12.6,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4928,golden,small,round,garden,tree,etc,unidentified,25,1925,2,43614,14.28,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
4929,yellow,small,round,forest,ground,etc,humanfriendly,4,2066,3,54824,10.59,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4930,golden,large,round,forest,cavity,etc,unidentified,23,1610,2,64069,12.26,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4931,yellow,small,round,forest,ground,flowers,unidentified,19,1822,2,43479,13.76,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4932,golden,small,round,garden,tree,fruits,humanfriendly,29,1677,3,64733,14.45,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
4933,golden,small,round,garden,tree,etc,unidentified,9,2077,3,26814,13.49,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4934,yellow,large,round,meadow,cavity,flowers,unidentified,14,1900,2,57563,12.17,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4935,golden,small,round,meadow,ground,flowers,humanfriendly,3,2080,2,20988,15.16,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
4936,golden,small,round,meadow,ground,fruits,humanfriendly,4,1600,3,59964,9.56,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
4937,golden,medium,round,garden,tree,flowers,,3,1724,1,55102,15.04,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4938,golden,small,round,garden,ground,fruits,unidentified,20,1580,2,54700,14.62,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4939,golden,large,round,garden,cavity,etc,humanfriendly,18,2067,1,13337,11.07,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4940,yellow,large,round,forest,tree,flowers,unidentified,17,1584,3,34005,13.55,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
4941,yellow,small,round,garden,cavity,etc,humanfriendly,9,1884,1,53893,15.13,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4942,golden,small,round,forest,tree,etc,unidentified,17,1766,3,47104,10.21,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4943,golden,small,round,garden,tree,flowers,unidentified,10,1558,2,62961,11.45,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4944,golden,small,round,garden,cavity,flowers,unidentified,15,1787,3,27242,13.39,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4945,golden,large,round,garden,cavity,flowers,unidentified,29,1915,2,11859,13.76,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4946,yellow,large,round,garden,ground,fruits,humanfriendly,,1644,3,64386,14.71,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4947,golden,large,round,forest,tree,etc,humanfriendly,23,2064,2,45170,13.14,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4948,golden,medium,round,garden,ground,etc,unidentified,4,1522,3,11049,13.03,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4949,golden,medium,round,forest,tree,etc,humanfriendly,13,1806,3,23608,9.53,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
4950,golden,small,round,meadow,ground,fruits,unidentified,24,1842,3,65035,14.83,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
4951,golden,medium,round,garden,cavity,etc,unidentified,4,1706,2,33491,12.32,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
4952,golden,small,round,garden,tree,fruits,humanfriendly,,1662,1,33061,12.12,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
4953,yellow,large,round,forest,tree,fruits,humanfriendly,11,1675,3,16259,9.55,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4954,yellow,large,round,meadow,ground,etc,humanfriendly,30,1722,3,39557,10.43,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4955,golden,large,round,forest,ground,etc,humanfriendly,12,2078,3,11122,15.74,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4956,golden,large,round,meadow,ground,fruits,humanfriendly,10,1547,2,63701,13.46,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4957,golden,medium,round,forest,cavity,flowers,unidentified,15,1708,3,17095,10.27,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
4958,golden,small,round,garden,cavity,fruits,humanfriendly,21,2015,3,45816,10.72,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
4959,golden,small,round,garden,cavity,fruits,unidentified,4,1539,1,14276,15.44,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
4960,golden,small,round,meadow,tree,fruits,humanfriendly,29,1541,1,40610,14.56,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4961,golden,large,round,forest,tree,fruits,humanfriendly,30,1922,3,18939,13.02,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
4962,golden,large,round,,tree,etc,humanfriendly,7,1727,2,42577,9.17,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
4963,golden,large,round,garden,cavity,etc,unidentified,24,1907,2,17200,15.02,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
4964,golden,large,round,forest,cavity,fruits,humanfriendly,2,1594,1,24080,11.22,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
4965,yellow,small,round,meadow,ground,etc,humanfriendly,20,1828,3,32572,9.7,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4966,golden,large,round,garden,cavity,fruits,humanfriendly,12,1943,2,27869,11.36,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4967,golden,medium,round,garden,cavity,flowers,unidentified,12,1522,2,56181,13.82,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
4968,golden,small,round,meadow,cavity,etc,unidentified,21,1550,3,26053,15.11,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
4969,yellow,large,round,meadow,tree,etc,humanfriendly,14,1859,1,19137,13.22,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
4970,golden,large,round,garden,ground,fruits,humanfriendly,3,1724,3,53151,13.07,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
4971,golden,medium,round,garden,tree,flowers,humanfriendly,2,1567,1,50261,11.61,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4972,yellow,small,round,meadow,ground,fruits,humanfriendly,3,1626,3,60398,9.89,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4973,yellow,large,round,garden,tree,flowers,humanfriendly,27,1834,2,28130,15.17,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4974,yellow,large,round,garden,cavity,flowers,humanfriendly,14,1505,1,62476,10.46,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4975,golden,medium,round,garden,cavity,flowers,unidentified,6,1788,3,22117,13.38,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
4976,golden,medium,round,meadow,tree,etc,humanfriendly,4,1734,2,60581,9.88,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4977,golden,small,round,meadow,ground,fruits,unidentified,2,1635,1,29847,10.06,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
4978,golden,medium,round,meadow,cavity,flowers,unidentified,4,2019,3,12855,12.97,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
4979,golden,medium,round,garden,tree,fruits,unidentified,5,1941,3,11879,13.3,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
4980,golden,medium,round,garden,cavity,flowers,unidentified,1,1894,3,41917,11.95,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4981,golden,small,round,garden,ground,fruits,humanfriendly,19,1690,1,47457,14.46,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
4982,golden,large,round,garden,cavity,etc,unidentified,14,1638,3,42324,12.19,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
4983,yellow,medium,round,garden,tree,etc,unidentified,26,1838,3,20771,9.99,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
4984,golden,small,round,meadow,cavity,fruits,unidentified,28,1887,1,64254,14.52,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
4985,yellow,medium,round,meadow,tree,fruits,,15,1611,3,51927,15.07,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
4986,yellow,medium,round,garden,tree,fruits,unidentified,14,1598,2,35328,12.32,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4987,golden,small,round,garden,ground,etc,humanfriendly,28,1880,2,56440,9.78,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4988,golden,medium,round,garden,cavity,flowers,unidentified,14,1730,2,39937,15.95,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
4989,golden,large,round,garden,cavity,etc,unidentified,26,2012,3,21796,11.75,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
4990,golden,medium,round,forest,cavity,fruits,humanfriendly,7,1950,1,19950,14.26,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4991,golden,medium,round,forest,cavity,fruits,humanfriendly,12,1558,3,51385,9.93,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4992,golden,large,round,garden,tree,flowers,unidentified,22,1911,3,17981,12.34,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
4993,golden,small,round,meadow,cavity,fruits,humanfriendly,5,1501,3,60450,9.92,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
4994,golden,large,round,forest,tree,etc,unidentified,27,1792,2,62690,13.5,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4995,golden,large,round,forest,ground,fruits,,14,1917,3,57780,15.1,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4996,golden,medium,round,garden,tree,fruits,unidentified,18,1967,2,54772,12.35,hexagonal,TRUE,TRUE,dance,etc,TRUE,FALSE,bee
4997,yellow,small,round,garden,ground,etc,humanfriendly,6,1756,2,18882,13.52,hexagonal,TRUE,TRUE,dance,frogs,TRUE,FALSE,bee
4998,yellow,medium,round,garden,tree,fruits,unidentified,15,1782,3,39713,12.62,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
4999,golden,medium,round,meadow,cavity,etc,humanfriendly,2,1696,1,17719,10.46,hexagonal,TRUE,TRUE,dance,spiders,TRUE,FALSE,bee
5000,golden,medium,round,garden,cavity,fruits,humanfriendly,14,1932,3,65299,11.98,hexagonal,TRUE,TRUE,dance,birds,TRUE,FALSE,bee
5001,metallic blue,large,slender,garden,tree,sugars,aggressiveness,15,270,1959,4483,,umbrella,FALSE,FALSE,pheromones,spiders,,TRUE,wasp
5002,yellow,large,slender,forest,tree,honeydew,aggressiveness,21,274,1240,8287,6.13,papery,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
5003,bright red,large,slender,garden,solitary,honeydew,aggressiveness,17,264,1599,3903,7.23,papery,FALSE,FALSE,pheromones,birds,TRUE,TRUE,wasp
5004,brown,small,slender,meadow,tree,honeydew,aggressiveness,21,203,1879,5836,8.55,papery,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
5005,golden,medium,slender,meadow,cavity,sugars,aggressiveness,18,225,1268,9150,4.55,papery,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
5006,metallic blue,small,slender,garden,solitary,nectar,aggressiveness,20,213,1025,9252,,,FALSE,FALSE,pheromones,etc,FALSE,FALSE,wasp
5007,colorful,large,slender,,umbrella,sugars,aggressiveness,18,267,1487,4259,,bulbous,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
5008,brown,large,slender,meadow,umbrella,nectar,aggressiveness,21,277,1379,8574,,bulbous,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
5009,bright red,small,slender,meadow,tree,honeydew,aggressiveness,22,256,1536,7603,5.99,papery,FALSE,FALSE,pheromones,etc,FALSE,FALSE,wasp
5010,colorful,medium,slender,meadow,cavity,honeydew,aggressiveness,21,283,1215,3655,,papery,FALSE,FALSE,pheromones,birds,TRUE,TRUE,wasp
5011,brown,large,slender,meadow,tree,nectar,aggressiveness,19,235,1197,4137,6.57,umbrella,FALSE,FALSE,pheromones,mantis,TRUE,,wasp
5012,yellow,small,slender,garden,solitary,nectar,aggressiveness,21,200,1210,4123,7.91,,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
5013,golden,small,slender,meadow,cavity,honeydew,aggressiveness,23,245,1436,6269,6.25,papery,FALSE,FALSE,pheromones,mantis,FALSE,FALSE,wasp
5014,colorful,large,slender,garden,cavity,nectar,aggressiveness,18,209,1914,7084,6.87,umbrella,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
5015,bright red,small,slender,garden,solitary,sugars,aggressiveness,16,251,997,6665,,,FALSE,FALSE,pheromones,mantis,FALSE,TRUE,wasp
5016,yellow,large,slender,meadow,cavity,nectar,aggressiveness,21,268,1853,4992,5.57,papery,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
5017,yellow,small,slender,,solitary,nectar,aggressiveness,13,206,1927,3146,,papery,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
5018,brown,small,slender,meadow,cavity,honeydew,aggressiveness,18,195,1643,3506,5.14,bulbous,FALSE,FALSE,pheromones,mantis,FALSE,TRUE,wasp
5019,yellow,large,slender,garden,cavity,sugars,aggressiveness,15,247,1372,9805,6.54,umbrella,FALSE,FALSE,pheromones,mantis,FALSE,FALSE,wasp
5020,colorful,medium,slender,meadow,solitary,honeydew,aggressiveness,16,230,1871,6662,5.9,papery,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
5021,colorful,medium,slender,garden,solitary,honeydew,aggressiveness,13,285,1328,9368,7.42,umbrella,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
5022,bright red,medium,slender,garden,cavity,honeydew,aggressiveness,20,227,1651,5724,5.9,papery,FALSE,FALSE,pheromones,mantis,TRUE,TRUE,wasp
5023,colorful,medium,slender,meadow,solitary,honeydew,aggressiveness,12,278,1525,7795,4.77,bulbous,FALSE,FALSE,pheromones,birds,,TRUE,wasp
5024,brown,large,slender,forest,cavity,nectar,aggressiveness,19,241,1974,5287,4.16,papery,FALSE,FALSE,pheromones,birds,,TRUE,wasp
5025,yellow,large,slender,meadow,tree,honeydew,aggressiveness,18,273,1777,6401,5.78,papery,FALSE,FALSE,pheromones,mantis,FALSE,TRUE,wasp
5026,yellow,medium,slender,meadow,cavity,honeydew,aggressiveness,11,270,1569,4220,4.05,papery,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
5027,yellow,large,slender,garden,umbrella,nectar,aggressiveness,13,228,1570,3961,,papery,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
